target name,ever observable,always observable,fraction of time observable
TIC99869022,False,False,0.0
TIC99834717,True,False,0.13297872340425532
TIC9837861,False,False,0.0
TIC9828416,False,False,0.0
TIC96291218,False,False,0.0
TIC95129101,False,False,0.0
TIC9392421,False,False,0.0
TIC9348006,False,False,0.0
TIC92783821,False,False,0.0
TIC900715901,True,False,0.8351063829787234
TIC89759617,False,False,0.0
TIC8967242,False,False,0.0
TIC89643259,False,False,0.0
TIC89510024,False,False,0.0
TIC89389197,False,False,0.0
TIC88996391,False,False,0.0
TIC88992642,False,False,0.0
TIC88840705,False,False,0.0
TIC8767448,False,False,0.0
TIC87090944,False,False,0.0
TIC86396382,False,False,0.0
TIC86280613,False,False,0.0
TIC85293053,False,False,0.0
TIC85242435,False,False,0.0
TIC85031598,False,False,0.0
TIC8400842,False,False,0.0
TIC8348911,False,False,0.0
TIC83210867,False,False,0.0
TIC82452140,False,False,0.0
TIC82010657,False,False,0.0
TIC81831095,False,False,0.0
TIC81212286,False,False,0.0
TIC76419763,False,False,0.0
TIC76197937,False,False,0.0
TIC75878355,False,False,0.0
TIC75656058,False,False,0.0
TIC73448352,False,False,0.0
TIC73104318,False,False,0.0
TIC71854745,False,False,0.0
TIC71612483,False,False,0.0
TIC71431780,True,False,0.22340425531914893
TIC71347873,True,False,0.324468085106383
TIC69997672,False,False,0.0
TIC69679391,False,False,0.0
TIC68152139,False,False,0.0
TIC68035559,False,False,0.0
TIC67926921,False,False,0.0
TIC67666096,False,False,0.0
TIC67646988,False,False,0.0
TIC67418624,False,False,0.0
TIC67309890,False,False,0.0
TIC66783360,False,False,0.0
TIC66445643,False,False,0.0
TIC64836837,True,False,0.03723404255319149
TIC64553698,True,False,0.11702127659574468
TIC58542531,False,False,0.0
TIC53875855,False,False,0.0
TIC53709089,False,False,0.0
TIC53617134,False,False,0.0
TIC53427308,False,False,0.0
TIC52041724,False,False,0.0
TIC51234631,False,False,0.0
TIC51024887,False,False,0.0
TIC50120414,False,False,0.0
TIC4897275,False,False,0.0
TIC48188920,False,False,0.0
TIC48018596,False,False,0.0
TIC470987100,False,False,0.0
TIC470852531,True,False,0.2872340425531915
TIC470709084,True,False,0.2872340425531915
TIC470381900,False,False,0.0
TIC470315428,False,False,0.0
TIC470159478,True,True,1.0
TIC470127886,True,True,1.0
TIC468845640,False,False,0.0
TIC468828873,True,False,0.10638297872340426
TIC468574941,True,False,0.4734042553191489
TIC468472950,False,False,0.0
TIC467179528,True,False,0.21808510638297873
TIC462615350,True,False,0.07446808510638298
TIC461662295,False,False,0.0
TIC461387302,False,False,0.0
TIC459978312,True,False,0.25
TIC459970307,True,False,0.25
TIC459969957,True,False,0.2978723404255319
TIC458914949,False,False,0.0
TIC458478250,True,False,0.2925531914893617
TIC457138169,False,False,0.0
TIC455962313,True,False,0.4095744680851064
TIC455791689,False,False,0.0
TIC453387619,False,False,0.0
TIC452803785,False,False,0.0
TIC450327768,False,False,0.0
TIC44631965,False,False,0.0
TIC445859771,False,False,0.0
TIC445805961,True,False,0.7978723404255319
TIC445254275,False,False,0.0
TIC445144327,False,False,0.0
TIC445137888,False,False,0.0
TIC444415148,False,False,0.0
TIC441798995,True,True,1.0
TIC441797803,True,False,0.7446808510638298
TIC441765914,True,True,1.0
TIC441739871,True,False,0.8297872340425532
TIC441739020,True,False,0.6542553191489362
TIC441738827,True,False,0.6968085106382979
TIC441732151,True,False,0.648936170212766
TIC441642457,False,False,0.0
TIC440100539,False,False,0.0
TIC435680451,True,True,1.0
TIC434718964,True,False,0.3617021276595745
TIC432549364,False,False,0.0
TIC431899140,False,False,0.0
TIC431585347,False,False,0.0
TIC431514478,False,False,0.0
TIC431156009,False,False,0.0
TIC431148743,False,False,0.0
TIC430677414,False,False,0.0
TIC43064903,False,False,0.0
TIC430528566,False,False,0.0
TIC428988981,True,True,1.0
TIC428065977,False,False,0.0
TIC427761355,True,False,0.5
TIC427730490,True,False,0.7446808510638298
TIC427654774,True,False,0.6595744680851063
TIC427320001,True,False,0.6595744680851063
TIC424865156,False,False,0.0
TIC424435940,False,False,0.0
TIC424391516,True,False,0.9627659574468085
TIC422923265,False,False,0.0
TIC422756130,True,False,0.31382978723404253
TIC422656370,True,False,0.5585106382978723
TIC421308357,True,False,0.05319148936170213
TIC42123111,False,False,0.0
TIC420645189,True,False,0.6170212765957447
TIC420288086,False,False,0.0
TIC420112589,True,False,0.776595744680851
TIC420112587,True,False,0.7819148936170213
TIC418987806,False,False,0.0
TIC418959198,False,False,0.0
TIC417948359,False,False,0.0
TIC417931607,True,False,0.02127659574468085
TIC417931300,False,False,0.0
TIC417705690,True,True,1.0
TIC417676622,False,False,0.0
TIC416987878,False,False,0.0
TIC416624606,False,False,0.0
TIC416195870,True,False,0.03723404255319149
TIC415741431,True,False,0.14361702127659576
TIC414870287,True,False,0.17553191489361702
TIC41330864,False,False,0.0
TIC410528770,True,False,0.20212765957446807
TIC409520860,False,False,0.0
TIC409183335,False,False,0.0
TIC408636441,True,False,0.28191489361702127
TIC408618999,True,False,0.14361702127659576
TIC408203470,False,False,0.0
TIC407394748,True,False,0.9414893617021277
TIC407059875,False,False,0.0
TIC406855039,True,False,0.6170212765957447
TIC405904232,False,False,0.0
TIC405794804,True,False,0.3670212765957447
TIC405763009,True,False,0.0425531914893617
TIC405717754,False,False,0.0
TIC405559035,False,False,0.0
TIC403308915,False,False,0.0
TIC403256331,False,False,0.0
TIC402898317,True,False,0.6329787234042553
TIC400430915,True,False,0.047872340425531915
TIC399860444,False,False,0.0
TIC39903405,False,False,0.0
TIC39699648,False,False,0.0
TIC396740648,True,False,0.09042553191489362
TIC396562848,True,False,0.7712765957446809
TIC396356111,False,False,0.0
TIC395393265,True,False,0.9574468085106383
TIC395171208,False,False,0.0
TIC395142888,True,False,0.18085106382978725
TIC394050135,True,True,1.0
TIC394029948,True,True,1.0
TIC393965778,False,False,0.0
TIC393911494,False,False,0.0
TIC393831507,False,False,0.0
TIC39200363,False,False,0.0
TIC389900760,False,False,0.0
TIC389182138,True,False,0.02127659574468085
TIC388076005,True,False,0.5
TIC387834907,True,False,0.6063829787234043
TIC387664868,False,False,0.0
TIC387664866,False,False,0.0
TIC387527558,True,False,0.6436170212765957
TIC387413037,True,False,0.5425531914893617
TIC387260717,True,False,0.648936170212766
TIC387259626,True,False,0.40425531914893614
TIC385105624,False,False,0.0
TIC384045439,False,False,0.0
TIC379931600,False,False,0.0
TIC378355116,True,False,0.24468085106382978
TIC378291076,True,False,0.2765957446808511
TIC378159598,False,False,0.0
TIC377739433,True,False,0.44680851063829785
TIC377420580,True,False,0.2127659574468085
TIC377304435,False,False,0.0
TIC377293776,True,False,0.09042553191489362
TIC377290815,True,False,0.010638297872340425
TIC377191482,True,False,0.09574468085106383
TIC377144784,True,False,0.5425531914893617
TIC376838000,True,False,0.5851063829787234
TIC376682699,True,False,0.5851063829787234
TIC376637093,True,False,0.6063829787234043
TIC376524552,False,False,0.0
TIC376353509,True,False,0.15425531914893617
TIC375850439,True,False,0.5212765957446809
TIC375506058,True,False,0.02127659574468085
TIC374400599,False,False,0.0
TIC373693175,False,False,0.0
TIC372757221,True,True,1.0
TIC372730331,False,False,0.0
TIC372264750,True,False,0.4574468085106383
TIC371673488,True,False,0.20212765957446807
TIC371234684,False,False,0.0
TIC371210825,False,False,0.0
TIC370759867,False,False,0.0
TIC368536386,False,False,0.0
TIC368287008,False,False,0.0
TIC367858035,True,True,1.0
TIC367855829,True,False,0.7659574468085106
TIC367753709,True,True,1.0
TIC367739494,True,True,1.0
TIC367607434,False,False,0.0
TIC367366318,False,False,0.0
TIC367102581,True,True,1.0
TIC367099243,True,False,0.776595744680851
TIC366074069,True,False,0.6063829787234043
TIC365938305,True,False,0.6914893617021277
TIC365733349,True,False,0.3776595744680851
TIC365683032,False,False,0.0
TIC365673804,True,False,0.3191489361702128
TIC365389353,False,False,0.0
TIC364186197,True,False,0.7659574468085106
TIC364074068,True,True,1.0
TIC362220495,True,True,1.0
TIC359496368,False,False,0.0
TIC358631536,False,False,0.0
TIC357972447,False,False,0.0
TIC357501308,False,False,0.0
TIC357457104,False,False,0.0
TIC356978132,False,False,0.0
TIC356867115,True,False,0.6382978723404256
TIC356700488,True,False,0.43617021276595747
TIC356473034,False,False,0.0
TIC356311210,False,False,0.0
TIC356158613,False,False,0.0
TIC356016119,True,False,0.5106382978723404
TIC355867695,True,False,0.15425531914893617
TIC354600221,False,False,0.0
TIC354594208,False,False,0.0
TIC354469661,False,False,0.0
TIC354400186,False,False,0.0
TIC354006740,False,False,0.0
TIC353782445,False,False,0.0
TIC353475866,False,False,0.0
TIC353367071,False,False,0.0
TIC353038705,False,False,0.0
TIC352764091,True,False,0.28191489361702127
TIC352413427,False,False,0.0
TIC352239069,True,False,0.0851063829787234
TIC350995812,False,False,0.0
TIC350132371,True,False,0.5638297872340425
TIC349827430,True,False,0.4734042553191489
TIC348673213,False,False,0.0
TIC348135793,False,False,0.0
TIC347013211,False,False,0.0
TIC346929661,False,False,0.0
TIC346418409,False,False,0.0
TIC346338552,False,False,0.0
TIC345996087,False,False,0.0
TIC345143460,True,False,0.13829787234042554
TIC343628284,True,False,0.09042553191489362
TIC343442463,True,False,0.047872340425531915
TIC343019899,True,False,0.010638297872340425
TIC341815767,False,False,0.0
TIC341815197,False,False,0.0
TIC341544930,True,False,0.19680851063829788
TIC339538183,False,False,0.0
TIC336740528,True,False,0.23404255319148937
TIC336267424,False,False,0.0
TIC336128819,False,False,0.0
TIC335483600,True,False,0.3191489361702128
TIC334811204,True,False,0.3191489361702128
TIC333473672,False,False,0.0
TIC332477926,True,False,0.005319148936170213
TIC332154944,False,False,0.0
TIC332064670,False,False,0.0
TIC331034236,True,False,0.13297872340425532
TIC330799746,False,False,0.0
TIC330468175,False,False,0.0
TIC330332501,False,False,0.0
TIC329864959,False,False,0.0
TIC329277372,True,False,0.10106382978723404
TIC329148988,True,False,0.14893617021276595
TIC329145325,True,False,0.18085106382978725
TIC328750515,True,False,0.12234042553191489
TIC328167090,True,False,0.047872340425531915
TIC327579226,False,False,0.0
TIC327341626,False,False,0.0
TIC327011842,False,False,0.0
TIC326919774,False,False,0.0
TIC326114850,False,False,0.0
TIC322202434,True,False,0.5478723404255319
TIC322062001,True,False,0.5691489361702128
TIC322054600,True,False,0.5531914893617021
TIC321857016,True,False,0.425531914893617
TIC321688498,True,False,0.5319148936170213
TIC321669174,False,False,0.0
TIC321668398,False,False,0.0
TIC321041369,False,False,0.0
TIC320525204,False,False,0.0
TIC320506985,False,False,0.0
TIC319068154,True,False,0.06914893617021277
TIC318746829,True,False,0.0851063829787234
TIC318022259,False,False,0.0
TIC317597583,True,True,1.0
TIC317507345,True,True,1.0
TIC317397615,True,True,1.0
TIC316468545,True,False,0.3829787234042553
TIC316402246,False,False,0.0
TIC316254876,False,False,0.0
TIC315755496,True,True,1.0
TIC314835525,True,False,0.10106382978723404
TIC314338017,True,False,0.1276595744680851
TIC313761775,True,False,0.06914893617021277
TIC313506357,False,False,0.0
TIC312862941,False,False,0.0
TIC312678993,False,False,0.0
TIC312469860,False,False,0.0
TIC312259170,False,False,0.0
TIC312122956,False,False,0.0
TIC312083267,False,False,0.0
TIC311121985,False,False,0.0
TIC311035838,False,False,0.0
TIC310981412,True,False,0.324468085106383
TIC310231275,False,False,0.0
TIC310003988,False,False,0.0
TIC308172249,False,False,0.0
TIC307956397,True,False,0.21808510638297873
TIC307734817,False,False,0.0
TIC307111282,False,False,0.0
TIC306955329,False,False,0.0
TIC30329585,False,False,0.0
TIC302773669,True,False,0.30319148936170215
TIC302518439,True,False,0.4946808510638298
TIC299158887,False,False,0.0
TIC298666530,True,False,0.047872340425531915
TIC298663873,False,False,0.0
TIC298647682,False,False,0.0
TIC298164705,False,False,0.0
TIC298073824,True,False,0.925531914893617
TIC294471966,False,False,0.0
TIC294179389,False,False,0.0
TIC294179385,False,False,0.0
TIC294176967,False,False,0.0
TIC293954617,False,False,0.0
TIC293687315,False,False,0.0
TIC293617835,False,False,0.0
TIC292321872,False,False,0.0
TIC29191624,False,False,0.0
TIC29191596,False,False,0.0
TIC29119552,False,False,0.0
TIC289590465,True,False,0.2765957446808511
TIC289580577,True,False,0.11170212765957446
TIC289539327,True,False,0.2925531914893617
TIC289164482,False,False,0.0
TIC28900646,False,False,0.0
TIC288735205,True,True,1.0
TIC288636599,True,True,1.0
TIC288636342,True,True,1.0
TIC288631580,True,True,1.0
TIC288516853,True,True,1.0
TIC288348498,False,False,0.0
TIC288185138,True,True,1.0
TIC288132261,True,True,1.0
TIC287225295,False,False,0.0
TIC287196418,True,False,0.11170212765957446
TIC287190564,False,False,0.0
TIC287139872,True,False,0.09574468085106383
TIC287080092,True,False,0.18617021276595744
TIC286923464,False,False,0.0
TIC286916251,False,False,0.0
TIC286561122,False,False,0.0
TIC286355915,False,False,0.0
TIC285677945,False,False,0.0
TIC285674856,False,False,0.0
TIC285666479,False,False,0.0
TIC285543785,False,False,0.0
TIC285542903,False,False,0.0
TIC285094173,False,False,0.0
TIC285048486,True,False,0.05851063829787234
TIC284564230,True,False,0.0797872340425532
TIC284477310,True,False,0.026595744680851064
TIC284475976,False,False,0.0
TIC284450803,True,False,0.015957446808510637
TIC284441182,False,False,0.0
TIC284361752,False,False,0.0
TIC284050395,False,False,0.0
TIC283829553,False,False,0.0
TIC283722336,True,False,0.12234042553191489
TIC283474780,False,False,0.0
TIC28230919,False,False,0.0
TIC280031353,True,False,0.5106382978723404
TIC279177746,False,False,0.0
TIC27848472,False,False,0.0
TIC277566483,False,False,0.0
TIC277507814,True,False,0.14361702127659576
TIC277447970,False,False,0.0
TIC277014266,False,False,0.0
TIC27677846,False,False,0.0
TIC276380902,True,False,0.09574468085106383
TIC276360911,True,False,0.047872340425531915
TIC275722992,False,False,0.0
TIC275501623,True,False,0.2127659574468085
TIC275111900,False,False,0.0
TIC274942910,False,False,0.0
TIC27491137,False,False,0.0
TIC274762761,False,False,0.0
TIC274662200,False,False,0.0
TIC274215536,False,False,0.0
TIC274170255,False,False,0.0
TIC272828463,True,False,0.24468085106382978
TIC272758199,True,False,0.574468085106383
TIC272679240,True,False,0.425531914893617
TIC272672133,True,False,0.34574468085106386
TIC272635712,True,False,0.3404255319148936
TIC272625214,True,False,0.30319148936170215
TIC272049972,True,False,0.32978723404255317
TIC270515566,False,False,0.0
TIC270238522,True,False,0.3776595744680851
TIC269892793,False,False,0.0
TIC269701147,True,False,0.4148936170212766
TIC269509393,True,False,0.22340425531914893
TIC269238073,True,False,0.2925531914893617
TIC268823307,False,False,0.0
TIC26880783,False,False,0.0
TIC267694283,False,False,0.0
TIC267574918,False,False,0.0
TIC267561446,True,False,0.05851063829787234
TIC267489265,False,False,0.0
TIC266688542,False,False,0.0
TIC266593143,False,False,0.0
TIC266500992,False,False,0.0
TIC26547036,False,False,0.0
TIC265460043,True,False,0.574468085106383
TIC265146266,True,False,0.925531914893617
TIC264544388,True,True,1.0
TIC26433869,False,False,0.0
TIC264303333,True,False,0.4308510638297872
TIC264171144,True,False,0.4095744680851064
TIC262880065,False,False,0.0
TIC259172391,True,False,0.6595744680851063
TIC259168516,True,False,0.3617021276595745
TIC259151170,False,False,0.0
TIC259129875,True,False,0.4574468085106383
TIC259126549,True,False,0.5159574468085106
TIC258871793,True,False,0.3723404255319149
TIC258829450,True,False,0.3882978723404255
TIC258801269,True,False,0.3670212765957447
TIC258777137,True,False,0.6648936170212766
TIC258777134,True,False,0.6648936170212766
TIC258514800,True,False,0.6436170212765957
TIC258510872,True,False,0.3882978723404255
TIC258389327,True,False,0.574468085106383
TIC257241363,False,False,0.0
TIC256886630,False,False,0.0
TIC256783784,False,False,0.0
TIC256621916,True,False,0.15425531914893617
TIC256414077,False,False,0.0
TIC255930614,False,False,0.0
TIC252636888,False,False,0.0
TIC252616865,False,False,0.0
TIC252490659,False,False,0.0
TIC252479260,False,False,0.0
TIC251384275,False,False,0.0
TIC250724252,False,False,0.0
TIC249945230,False,False,0.0
TIC249862365,False,False,0.0
TIC249812036,False,False,0.0
TIC245462406,False,False,0.0
TIC24364065,False,False,0.0
TIC243335710,True,False,0.11702127659574468
TIC243313296,True,False,0.005319148936170213
TIC241225337,False,False,0.0
TIC241196395,False,False,0.0
TIC241173474,False,False,0.0
TIC241076290,False,False,0.0
TIC241065596,False,False,0.0
TIC241040309,False,False,0.0
TIC240968774,False,False,0.0
TIC240681314,False,False,0.0
TIC240613164,False,False,0.0
TIC240450679,False,False,0.0
TIC240148934,False,False,0.0
TIC239154970,False,False,0.0
TIC23814735,False,False,0.0
TIC23740089,False,False,0.0
TIC237232044,True,True,1.0
TIC237222864,True,False,0.8617021276595744
TIC237211410,True,False,0.9308510638297872
TIC237201858,True,False,0.7340425531914894
