target name,ever observable,always observable,fraction of time observable
TIC142276270,True,True,1.0
TIC408618999,True,True,1.0
TIC332477926,True,True,1.0
TIC356473034,True,True,1.0
TIC356978132,True,True,1.0
TIC364074068,True,True,1.0
TIC365673804,True,True,1.0
TIC367753709,True,True,1.0
TIC408636441,True,True,1.0
TIC417705690,True,True,1.0
TIC420112587,True,True,1.0
TIC424391516,True,True,1.0
TIC441739871,True,True,1.0
TIC453387619,True,True,1.0
TIC457138169,True,True,1.0
TIC461662295,True,True,1.0
TIC318022259,True,True,1.0
TIC310981412,True,True,1.0
TIC298666530,True,True,1.0
TIC293617835,True,True,1.0
TIC289580577,True,True,1.0
TIC287225295,True,True,1.0
TIC287139872,True,True,1.0
TIC287080092,True,True,1.0
TIC285048486,True,True,1.0
TIC272672133,True,True,1.0
TIC252479260,True,True,1.0
TIC241225337,True,True,1.0
TIC237099296,True,True,1.0
TIC233684293,True,True,1.0
TIC233602827,True,True,1.0
TIC233071926,True,True,1.0
TIC233071822,True,True,1.0
TIC470987100,True,True,1.0
TIC51234631,True,True,1.0
TIC53427308,True,True,1.0
TIC229400092,True,True,1.0
TIC103633672,True,True,1.0
TIC103195323,True,True,1.0
TIC377290815,True,True,1.0
TIC341815767,True,True,1.0
TIC307956397,True,True,1.0
TIC286916251,True,True,1.0
TIC272758199,True,True,1.0
TIC258871793,True,True,1.0
TIC237108272,True,True,1.0
TIC235905185,True,True,1.0
TIC233720539,True,True,1.0
TIC232982938,True,True,1.0
TIC229750058,True,True,1.0
TIC229742722,True,True,1.0
TIC224313733,True,True,1.0
TIC71431780,True,True,1.0
TIC219824469,True,True,1.0
TIC207468071,True,True,1.0
TIC207425167,True,True,1.0
TIC198385543,True,True,1.0
TIC168699373,True,True,1.0
TIC165763244,True,True,1.0
TIC162689341,True,True,1.0
TIC160440924,True,True,1.0
TIC142387023,True,True,1.0
TIC142381532,True,True,1.0
TIC99834717,True,True,1.0
TIC86280613,True,True,1.0
TIC85242435,True,True,1.0
TIC81212286,True,True,1.0
TIC233009109,True,True,1.0
TIC232650365,True,True,1.0
TIC232635922,True,True,1.0
TIC431585347,True,True,1.0
TIC461387302,True,True,1.0
TIC459978312,True,True,1.0
TIC459969957,True,True,1.0
TIC458914949,True,True,1.0
TIC455962313,True,True,1.0
TIC452803785,True,True,1.0
TIC445859771,True,True,1.0
TIC445144327,True,True,1.0
TIC445137888,True,True,1.0
TIC444415148,True,True,1.0
TIC441797803,True,True,1.0
TIC441739020,True,True,1.0
TIC441732151,True,True,1.0
TIC434718964,True,True,1.0
TIC431514478,True,True,1.0
TIC468828873,True,True,1.0
TIC431156009,True,True,1.0
TIC431148743,True,True,1.0
TIC430677414,True,True,1.0
TIC430528566,True,True,1.0
TIC428065977,True,True,1.0
TIC427761355,True,True,1.0
TIC427654774,True,True,1.0
TIC424865156,True,True,1.0
TIC422756130,True,True,1.0
TIC421308357,True,True,1.0
TIC420288086,True,True,1.0
TIC420112589,True,True,1.0
TIC418987806,True,True,1.0
TIC417948359,True,True,1.0
TIC467179528,True,True,1.0
TIC468845640,True,True,1.0
TIC230386259,True,True,1.0
TIC9837861,True,True,1.0
TIC230377505,True,True,1.0
TIC229938290,True,True,1.0
TIC229455001,True,True,1.0
TIC224596152,True,True,1.0
TIC219860288,True,True,1.0
TIC219857012,True,True,1.0
TIC198206613,True,True,1.0
TIC160045097,True,True,1.0
TIC1551345500,True,True,1.0
TIC149833117,True,True,1.0
TIC14336130,True,True,1.0
TIC137906197,True,True,1.0
TIC137881699,True,True,1.0
TIC104208182,True,True,1.0
TIC87090944,True,True,1.0
TIC470381900,True,True,1.0
TIC85031598,True,True,1.0
TIC8400842,True,True,1.0
TIC82010657,True,True,1.0
TIC73104318,True,True,1.0
TIC71854745,True,True,1.0
TIC67309890,True,True,1.0
TIC66783360,True,True,1.0
TIC66445643,True,True,1.0
TIC64836837,True,True,1.0
TIC64553698,True,True,1.0
TIC52041724,True,True,1.0
TIC50120414,True,True,1.0
TIC470852531,True,True,1.0
TIC470709084,True,True,1.0
TIC115446313,True,True,1.0
TIC142748283,True,True,1.0
TIC147951030,True,True,1.0
TIC315755496,True,True,1.0
TIC367739494,True,True,1.0
TIC362220495,True,True,1.0
TIC356700488,True,True,1.0
TIC356016119,True,True,1.0
TIC347013211,True,True,1.0
TIC346929661,True,True,1.0
TIC341815197,True,True,1.0
TIC334811204,True,True,1.0
TIC329148988,True,True,1.0
TIC322062001,True,True,1.0
TIC321688498,True,True,1.0
TIC321669174,True,True,1.0
TIC321668398,True,True,1.0
TIC316468545,True,True,1.0
TIC314835525,True,True,1.0
TIC375850439,True,True,1.0
TIC298663873,True,True,1.0
TIC298164705,True,True,1.0
TIC289590465,True,True,1.0
TIC288636599,True,True,1.0
TIC288516853,True,True,1.0
TIC285542903,True,True,1.0
TIC284564230,True,True,1.0
TIC284477310,True,True,1.0
TIC284361752,True,True,1.0
TIC283829553,True,True,1.0
TIC280031353,True,True,1.0
TIC272679240,True,True,1.0
